,index,distance,pert point,ori point
10,10,0.057390444945736724,"[ 3.64252821e-01  6.37012279e-01  3.53153409e-01  1.12793420e-01
  2.99903397e-01  2.16909307e-01  7.10608991e-01  1.00004308e+00
  7.75720814e-01  2.36050988e-01  1.35509451e-01 -7.07318813e-03
  8.70722332e-01 -6.64780531e-03  1.27063045e-02  8.97832514e-01
 -9.35848344e-03  4.80220383e-02 -4.90118806e-02  1.71438086e-02
 -8.37034831e-04  2.46705413e-02 -3.62389278e-02  4.82738982e-04
  9.16884558e-03  3.88000868e-02 -3.95190230e-02 -4.75906798e-03
  5.18671371e-02  4.59574617e-02 -9.35047109e-03  4.46484664e-04
  1.47817865e-02  2.41096811e-02  1.88012905e-02  5.36299849e-03
  2.42185726e-02 -1.89449004e-02 -1.58893893e-02 -2.38214751e-03
 -3.69217966e-02 -3.63467303e-02  7.84083238e-02  2.59990772e-02
 -3.97996034e-02  3.25465295e-02 -3.00237823e-03  2.23937848e-03
 -2.16394663e-02 -1.67474411e-02 -2.37704698e-02 -2.34318341e-02
 -2.43129934e-02 -4.16426957e-02]","[0.33316658 0.64722222 0.34848485 0.06084467 0.26485788 0.14093017
 0.69291339 0.99606299 0.81496063 0.095497   0.         0.
 1.         0.         0.         1.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
11,11,0.024258231100073798,"[ 3.83410539e-01  3.62156085e-01  1.57668440e-01  2.04273557e-02
  2.51397083e-01  4.32693532e-01  9.33608418e-01  9.24333136e-01
  4.96488306e-01  3.39431717e-01  4.61995455e-03 -8.06329164e-03
  9.93616493e-01  7.04647832e-03  1.17288649e-03 -5.87638420e-03
 -3.87271075e-03 -8.25433833e-03  7.20703911e-04  1.13333723e-03
  1.24645362e-03 -5.54842893e-03  2.32920225e-03  2.79631559e-03
 -2.02784509e-03  3.39570379e-03  4.00858231e-02  1.52815849e-03
  8.57159397e-03  2.80282525e-03  5.22721134e-03  2.53958384e-04
 -2.20075233e-03  9.54479270e-01  6.31335904e-03 -1.03996855e-03
  2.71022017e-03 -1.41494170e-03  9.69800742e-03 -3.25173198e-03
 -8.87958665e-03  1.42199633e-04  3.08919612e-03 -3.15745274e-03
  2.77209032e-03  4.36120968e-03 -1.88360294e-03  7.58169259e-04
 -9.07275181e-04  3.65124917e-03 -2.23945157e-03 -4.88293090e-03
  1.39762002e-03 -3.07317036e-03]","[0.36968484 0.35       0.15151515 0.         0.22351421 0.43852747
 0.93700787 0.91732283 0.49212598 0.34267392 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
12,12,0.01653353828319848,"[ 5.25436190e-01  7.38686759e-01  2.99905410e-01  4.22410482e-01
  3.83774264e-01  4.24768433e-01  6.62312041e-01  9.60347862e-01
  7.84335758e-01  2.22743791e-01 -3.39067667e-02  1.73035477e-02
  9.51101775e-01  5.88090183e-02  1.43935026e-02  3.46518396e-02
  5.94062156e-02 -4.51909103e-02 -2.56070278e-02  9.76030037e-03
  1.17876021e-02 -1.75348959e-02 -1.09449308e-02 -7.29685948e-03
 -1.67104649e-03 -2.39376845e-02 -5.43202253e-03 -9.28900438e-03
  1.31389953e-02  4.74699031e-02  3.91419751e-02  1.45114882e-02
 -8.96929494e-03  4.17706139e-03 -8.34529730e-03  1.49215180e-02
  9.24015281e-01 -4.35596245e-02  1.05178722e-02  2.03843367e-02
 -2.78010026e-03 -5.97930073e-03 -3.27264064e-02  2.41799761e-02
 -2.48711270e-02  3.58291548e-03  4.74829991e-02 -2.55810722e-02
  5.92790718e-06  7.15924128e-02  2.40836821e-02  4.25960617e-02
  1.51443218e-03 -9.35235787e-03]","[0.5937969  0.77777778 0.24242424 0.4051539  0.39147287 0.43206407
 0.68110236 0.94488189 0.81102362 0.26334867 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
13,13,0.004797894952371058,"[ 5.71494280e-01  2.02240117e-01  7.38722641e-02  3.18119760e-01
  2.44635391e-01  7.26415125e-01  8.89276119e-01  9.04133922e-01
  5.41281768e-01  7.43892463e-01  9.90701919e-01  6.41793315e-03
 -8.89757250e-04 -2.57165577e-03  2.94038993e-04 -1.84575629e-03
  2.65028880e-03 -8.17492285e-04 -2.47897854e-03  6.43501613e-04
 -2.77052252e-03 -7.69698704e-04  1.68591952e-03  4.25393142e-04
 -4.77166868e-04  7.91004168e-04  6.86113867e-04  1.25565917e-03
  2.43546915e-04  1.46832056e-03 -6.67948405e-04  1.46208177e-03
  9.90866654e-01 -4.18377074e-03  2.44273014e-03  2.39564739e-03
  1.13370435e-02  2.14211852e-03 -2.04348753e-03  1.76206874e-03
 -4.52826591e-04  4.98551305e-04  1.41941296e-03  2.71174422e-05
  9.00557268e-05 -5.00856784e-04  2.45369904e-03  2.40078974e-03
  2.84608420e-03 -3.19451937e-05  1.79058086e-03  1.24613782e-03
  4.20168475e-04 -1.98863286e-03]","[0.56978489 0.2        0.07575758 0.32211883 0.24031008 0.73148799
 0.88976378 0.90551181 0.54330709 0.74947721 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
14,14,0.01992988028021748,"[0.63105185 0.2773546  0.20022491 0.32253825 0.34231165 0.63867654
 0.94915723 0.87210876 0.42210568 0.2779809  1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.64182091 0.27222222 0.1969697  0.33428776 0.34625323 0.65701841
 0.9488189  0.87007874 0.42125984 0.25805102 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
15,15,0.06387924677060747,"[ 0.30962653  0.58147801  0.04536893  0.1338359   0.21475515  0.56268635
  0.86359489  0.94349565  0.91843595  0.33474867  0.90495726  0.05463789
 -0.03575963  0.15028961  0.08847364 -0.07504288  0.02935557 -0.02741881
 -0.15452508  0.28319109  0.04465309  0.17461517  0.06442767  0.18489242
  0.10143724  0.01862514 -0.1085444   0.0662471  -0.01457368 -0.12376908
 -0.14385369  0.09055472  0.06322302 -0.05952094  0.005706    0.73255836
  0.02207634 -0.06716025 -0.1192817  -0.12562758  0.14557891  0.10804786
  0.09750559 -0.16576739 -0.22085698  0.14119848  0.0772832   0.11896227
  0.02639991  0.03485002 -0.01612724  0.08841658  0.01612622  0.13411797]","[0.6038019  0.85       0.09090909 0.02147459 0.23126615 0.68961641
 0.7992126  0.93307087 0.68110236 0.38895859 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
16,16,0.10898027138569284,"[0.61273215 0.98619792 0.2421875  0.36336793 0.33983366 0.2056827
 0.7540908  0.82489542 0.60817544 0.1202905  0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","[0.50375188 0.98055556 0.25757576 0.33428776 0.3372093  0.11577912
 0.74409449 0.81889764 0.61417323 0.11264464 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
17,17,0.018403880914929917,"[ 5.01219178e-01  1.67477423e-01  3.15821709e-01  1.68609783e-01
  3.59047538e-01  5.33918809e-02  9.12283377e-01  7.32853428e-01
  2.89247310e-01  1.92214866e-01  9.96439005e-01  4.20333907e-03
  1.08141448e-02  9.64085899e-03 -1.21056819e-02  1.51844164e-02
 -6.28789340e-03 -4.46475461e-03  5.42650552e-03 -8.67457986e-03
 -2.00479748e-03  7.20273262e-03  4.53376541e-03 -5.14321683e-03
  2.73943918e-02 -7.90256079e-03 -3.56006372e-04  7.74669102e-03
  4.63712833e-04 -2.01899726e-02  1.11460815e-03  6.46042301e-03
 -3.27244562e-03 -1.78737150e-02  5.37729648e-03  6.80834204e-03
  7.22911891e-03  4.92235419e-03 -1.18375668e-02  4.74714644e-03
 -2.20910134e-02  6.74389575e-03  1.02784811e+00  1.92997630e-02
  5.93786282e-03  8.05148650e-03 -1.31169724e-02 -7.84792601e-03
 -5.61277438e-03 -2.31362824e-03  3.40646141e-02 -3.47083272e-03
  9.19773713e-03  7.79922898e-03]","[0.46723362 0.16666667 0.34848485 0.16750179 0.36692506 0.03400309
 0.90944882 0.73228346 0.2992126  0.18890283 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
18,18,0.008478039856876845,"[ 5.56149561e-01  3.91044178e-01  1.68274595e-01  2.27831921e-02
  2.24608277e-01  8.03136528e-01  9.29390532e-01  9.30455048e-01
  5.13145924e-01  4.90888114e-01  1.00121734e+00  1.73776172e-04
 -4.19446082e-03 -7.41535900e-04  1.77296269e-03 -2.80467490e-03
  1.27615137e-03 -6.01202048e-03 -1.00283782e-02  7.69266056e-04
 -2.47067872e-03 -1.37573666e-03  7.74904905e-03  7.50175040e-04
  3.80254110e-04  1.51869832e-03  1.60017260e-03 -6.61626511e-05
 -1.03812217e-02 -3.07892293e-03 -2.52301003e-03 -4.92948267e-03
  1.79204860e-03  5.65171268e-04  7.71246676e-04  3.61073472e-04
  1.50092002e-03 -1.12856377e-03 -5.01233739e-04 -1.81088871e-03
  7.83732098e-03  4.01767904e-03  9.99955282e-01 -6.15895357e-04
 -6.48625778e-03 -8.70409955e-03  5.10935589e-03  3.06166976e-03
  2.65261735e-03  5.07503164e-03  6.89512632e-03 -3.30451282e-03
 -3.77240615e-03  3.51695581e-03]","[0.54027014 0.38055556 0.16666667 0.02147459 0.22351421 0.80413095
 0.93307087 0.92913386 0.50787402 0.50522794 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
19,19,0.09071744961933781,"[ 0.7188395   0.82064404  0.49898865  0.10632489  0.27087043  0.53390751
  0.46327317  0.89395234  0.81162059  0.66366023  0.68296563 -0.02453599
  0.22048315 -0.16558559 -0.14935316  0.06504667 -0.19683927  0.06137531
  0.01794648 -0.05348817  0.17362485  0.04968123  0.09566169  0.06284577
 -0.17450191 -0.08138488  0.14081256  0.09393546 -0.08620072 -0.11568773
 -0.06809581 -0.03296966 -0.23523396  0.26282799  0.02902239 -0.07967546
 -0.13020816  0.69231149  0.05935187 -0.11365556 -0.23679861  0.06465024
 -0.01039366  0.06982604 -0.10000274  0.01768259 -0.11801575 -0.07818536
 -0.14632573 -0.02558429 -0.13248157  0.19763269 -0.0806898  -0.01884471]","[0.53026513 0.71666667 0.40909091 0.04795991 0.26614987 0.87101307
 0.57480315 0.95669291 0.9015748  0.65844138 1.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
20,20,0.010916873075138202,"[ 2.25476532e-01  9.12057921e-02  8.47380255e-02  3.08757995e-02
  2.26691583e-01  7.30922183e-02  8.72729828e-01  8.97013313e-01
  5.64391379e-01  1.22151248e-01 -9.95701698e-04  4.64762946e-03
  2.75335052e-02  9.69392626e-01  7.13398487e-03  2.68682051e-03
  9.26834586e-03  9.74581499e-01 -3.11915886e-03 -8.22971056e-03
  9.12387753e-03 -1.80889728e-02 -7.26272427e-03 -1.02943938e-02
  4.72301898e-03 -1.08696830e-02 -2.07055836e-04  7.83886662e-04
  1.87767443e-03  2.65615629e-03 -1.14543782e-03 -4.74945396e-03
 -4.79487362e-03 -9.14260311e-03  5.27523014e-03 -8.53541921e-03
  7.53528578e-03  5.16257596e-03 -4.24847160e-03  1.82179555e-02
 -9.30688111e-03  9.01573567e-04  5.70075830e-03 -3.22233395e-03
  1.30337898e-03 -2.27202755e-04 -4.19330055e-03  3.92549798e-03
 -1.36953440e-03  4.47119326e-03 -1.49724978e-03  3.09848929e-02
  1.04360102e-02  1.70761501e-03]","[0.2126063  0.09444444 0.07575758 0.         0.22351421 0.07461009
 0.86220472 0.8976378  0.57086614 0.11599052 0.         0.
 0.         1.         0.         0.         0.         1.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
21,21,0.03330827317944088,"[ 0.73472746  0.60631856  0.36959984  0.12524621  0.28931125  0.52885873
  0.84921381  1.0126497   0.71663967  0.09311231  0.01961525 -0.00609247
  0.92388811  0.00552298  0.01510401 -0.05595212  0.03828128 -0.02510337
  0.05202516 -0.10834126  0.00739     0.08016308  0.02030502 -0.03358723
  0.02494506  0.0023345   0.93895241  0.0269291  -0.01716981  0.03852824
 -0.02233317 -0.00178314  0.02880235  0.03870523  0.00794643 -0.00697931
 -0.04826271  0.00861944  0.00569811  0.03559454  0.00915297 -0.0748355
  0.01264217  0.01227787  0.0678446   0.11985039 -0.01864819  0.02322029
  0.0142404   0.03159945 -0.02499605 -0.10409814 -0.02014334  0.1001055 ]","[0.6148074  0.53611111 0.36363636 0.12884753 0.22093023 0.44780104
 0.82283465 0.98818898 0.64173228 0.11891817 0.         0.
 1.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
