,index,distance,pert point,ori point
36,36,0.07960849808144804,"[0.54497838 0.31481923 0.20824149 0.42340892 0.50781557 0.15620185
 0.66509439 0.74128022]","[0.8483305  0.125      0.28925885 0.50856052 0.61105977 0.35218276
 0.37105804 0.6936716 ]"
37,37,0.0673932813374976,"[0.74736597 0.08464251 0.51151855 0.61438127 0.51690947 0.2280429
 0.30431447 0.80293107]","[0.84323713 0.15625    0.44823211 0.52794644 0.44736376 0.23298359
 0.31169745 0.80645187]"
38,38,0.059715790605637996,"[0.66021499 0.80754382 0.31627461 0.38437291 0.73318986 0.26449171
 0.3593545  0.64837026]","[0.65251839 0.828125   0.36509729 0.40192516 0.68894127 0.25357191
 0.40192516 0.65898851]"
39,39,0.04436389170270885,"[0.65401455 0.19190488 0.13410018 0.12910141 0.90096339 0.36033401
 0.51115878 0.62435078]","[0.81097906 0.140625   0.14087417 0.16059924 0.88285245 0.34394957
 0.44485569 0.63408958]"
40,40,0.02189202714314316,"[0.69455756 0.79890442 0.34755474 0.34298093 0.62804894 0.23068481
 0.24088636 0.80564863]","[0.70911149 0.796875   0.33069511 0.33324589 0.64477236 0.21728005
 0.2248063  0.82754066]"
41,41,0.11193022152102725,"[0.93848676 0.92510498 0.08825228 0.54784307 0.20863304 0.69487183
 0.14114305 0.64117031]","[0.62026033 0.828125   0.06559782 0.70554514 0.52362415 0.5435347
 0.4285856  0.50921749]"
42,42,0.03426212680043698,"[0.79040521 0.13520617 0.31298029 0.54230935 0.43012362 0.31945816
 0.53734516 0.45295492]","[0.81211092 0.15625    0.30918873 0.52794644 0.44736376 0.29871791
 0.54196124 0.43667738]"
43,43,0.03404569458991274,"[0.65667004 0.88085985 0.40355175 0.33296913 0.6357458  0.35492135
 0.16250188 0.79630707]","[0.73967176 0.8125     0.3874013  0.34861068 0.68894127 0.30305399
 0.19313943 0.81806921]"
44,44,0.040056136361294466,"[0.73000477 0.1826166  0.1898777  0.4752415  0.53690129 0.21530986
 0.38404938 0.6431623 ]","[0.80531975 0.15625    0.23966703 0.44485569 0.54072667 0.22208185
 0.40819839 0.63079704]"
45,45,0.04227884462201912,"[0.68217518 0.19923216 0.141623   0.45138043 0.70445573 0.32438393
 0.0792489  0.73351086]","[0.80588568 0.140625   0.10565563 0.41315044 0.74096771 0.30279703
 0.1702762  0.81598801]"
46,46,0.010181783213073005,"[0.70572088 0.81385803 0.30605914 0.29514784 0.70614368 0.3243639
 0.34861068 0.65898851]","[0.71590266 0.8125     0.30305399 0.30067051 0.69724811 0.3204866
 0.34861068 0.65898851]"
47,47,0.020342565082059994,"[0.75831653 0.15100098 0.23936023 0.45637058 0.55711024 0.24915503
 0.20866802 0.86357664]","[0.73797397 0.15625    0.22208185 0.44583459 0.54621903 0.23966703
 0.19558347 0.86749685]"
48,48,0.04526005968370829,"[0.79365944 0.13908359 0.34989771 0.38109403 0.56749981 0.38657097
 0.21409799 0.64617992]","[0.81380872 0.140625   0.35218276 0.37105804 0.55178327 0.3874013
 0.21184077 0.63815133]"
49,49,0.009441830772360865,"[0.71128671 0.84387592 0.24746039 0.52504444 0.50142212 0.20705117
 0.37202741 0.68059161]","[0.71703452 0.84375    0.24914751 0.52794644 0.50253177 0.20490619
 0.36931778 0.68077103]"
50,50,0.10347414176594084,"[0.75497409 0.21151996 0.4250837  0.77090092 0.41515357 0.38379194
 0.39063928 0.53733366]","[0.88398415 0.125      0.37253018 0.79291614 0.29954095 0.28925885
 0.46590509 0.61105977]"
51,51,0.04432683321113951,"[0.62814106 0.11759522 0.23625145 0.4182976  0.63613281 0.31721091
 0.52965808 0.75184138]","[0.80588568 0.140625   0.21131126 0.41315044 0.6936716  0.17973555
 0.35412575 0.69203971]"
52,52,0.030630224426719987,"[0.833905   0.08129944 0.38357173 0.45348034 0.57900534 0.22884651
 0.40091233 0.53124461]","[0.73910583 0.140625   0.35218276 0.37105804 0.55178327 0.28174567
 0.41315044 0.55178327]"
53,53,0.036717664909323454,"[0.6706617  0.20833978 0.20065941 0.34867199 0.6721768  0.17862232
 0.31846115 1.03395332]","[0.77815507 0.15625    0.17014534 0.32021958 0.68077103 0.09572281
 0.22967197 0.94470259]"
54,54,0.08133200914022302,"[0.30053286 0.22340768 0.30728412 0.40130322 0.34519487 0.25831949
 0.56406943 0.59047044]","[0.85512168 0.125      0.25357191 0.46590509 0.65898851 0.32494848
 0.55121274 0.61105977]"
55,55,0.11165364583333327,"[0.76893492 0.140625   0.35523193 0.3437243  0.60767028 0.28423806
 0.44675315 0.69673959]","[0.88058857 0.140625   0.35218276 0.37105804 0.6936716  0.30918873
 0.36176495 0.72745248]"
56,56,0.03609025714487833,"[0.5742906  0.80621338 0.2686897  0.20546352 0.79778442 0.33123054
 0.35097378 0.61439914]","[0.53820034 0.8125     0.28056262 0.2200238  0.78786483 0.34279061
 0.34861068 0.59907938]"
57,57,0.07308621766214123,"[0.76792852 0.140625   0.34484349 0.33825507 0.60984928 0.27245988
 0.44414425 0.6936716 ]","[0.83474816 0.140625   0.27442788 0.32021958 0.68077103 0.21131126
 0.37105804 0.6936716 ]"
58,58,0.03091817932820645,"[0.70778643 0.11301581 0.20574311 0.24739727 0.81493371 0.16921574
 0.46196368 0.64396388]","[0.78890775 0.140625   0.14087417 0.24478404 0.78826382 0.19059447
 0.44583459 0.63079704]"
59,59,0.05045694159874854,"[0.73646678 0.75821225 0.53292449 0.72366927 0.25615701 0.2671592
 0.32069773 0.64471236]","[0.68477646 0.796875   0.53484114 0.73989917 0.24876898 0.25357191
 0.32195024 0.65898851]"
60,60,0.07669193459960387,"[0.77163857 0.140625   0.36267266 0.37105804 0.56587049 0.28174567
 0.43822501 0.53769605]","[0.8483305  0.140625   0.3874013  0.37105804 0.59907938 0.28174567
 0.49733524 0.50448716]"
61,61,0.17993661597804048,"[ 0.17618643  0.8629693   0.1598262   0.48324098  0.66915919  0.42722166
 -0.15717931  1.19867633]","[0.96378042 0.078125   0.83350017 0.7662557  0.14976994 0.25357191
 0.59637618 0.46164461]"
62,62,0.13359806933743096,"[0.31552848 0.58418246 0.32337307 0.20428841 1.07528781 0.23158429
 0.28303185 0.1976727 ]","[0.90718732 0.109375   0.25357191 0.295293   0.70691365 0.55016729
 0.56331774 0.33192358]"
63,63,0.08258999628607813,"[0.75668561 0.14230347 0.26512009 0.38920634 0.62827119 0.17733832
 0.26465652 0.8100981 ]","[0.83927561 0.15625    0.27442788 0.36176495 0.68077103 0.13248842
 0.22674169 0.81303695]"
64,64,0.05648014351180526,"[0.7773016  0.19359258 0.15492614 0.38707214 0.72145608 0.54186723
 0.86423697 0.24845172]","[0.84040747 0.140625   0.10565563 0.37105804 0.74096771 0.56349134
 0.87616364 0.2207141 ]"
65,65,0.05148620443973959,"[0.81335939 0.0975422  0.22395759 0.33514461 0.79211257 0.41512039
 0.08479642 0.74298836]","[0.70797963 0.109375   0.26080672 0.39039917 0.76908729 0.36063542
 0.16733312 0.70691365]"
66,66,0.07623497552072914,"[0.39731814 0.13826552 0.41111703 0.41262801 0.52069422 0.27601748
 0.55585696 0.60145417]","[0.8500283  0.140625   0.21131126 0.37105804 0.6936716  0.34394957
 0.44485569 0.63408958]"
67,67,0.05776845172952874,"[0.73162952 0.16440887 0.26971047 0.3784171  0.70369888 0.13325648
 0.44876397 0.73090313]","[0.82116582 0.140625   0.28174567 0.37105804 0.74096771 0.17014534
 0.36176495 0.72745248]"
68,68,0.0008313769276723217,"[0.76892497 0.140625   0.17671177 0.20306159 0.69450298 0.35187322
 0.45487288 0.55178327]","[0.7696661  0.140625   0.17609272 0.20269164 0.6936716  0.35218276
 0.45524284 0.55178327]"
69,69,0.016157511728324508,"[0.59388043 0.7673645  0.26641155 0.2739547  0.70819722 0.35621661
 0.34991842 0.6075573 ]","[0.57838144 0.765625   0.27203233 0.28977793 0.69203971 0.36509729
 0.34861068 0.59907938]"
70,70,0.020733957619751026,"[0.68933942 0.77578769 0.23021804 0.15120542 0.85858577 0.31289187
 0.37001401 0.65630904]","[0.71760045 0.78125    0.22154386 0.1476465  0.83717385 0.28532695
 0.36035739 0.67523194]"
71,71,0.06784081222387685,"[0.75195423 0.12084961 0.25556343 0.30957384 0.77612868 0.27684877
 0.36555964 0.61962409]","[0.68534239 0.140625   0.24652713 0.24478404 0.78826382 0.31696421
 0.41315044 0.55178327]"
72,72,0.08130486274285822,"[0.49357599 0.08282779 0.3020579  0.2019868  0.64548391 0.41847623
 0.26344551 0.63800889]","[0.84776457 0.125      0.14087417 0.24478404 0.83555634 0.50338588
 0.295293   0.56313463]"
73,73,0.05226216851052939,"[0.56787819 0.76552411 0.33953996 0.27174873 0.89978086 0.45332824
 0.39911258 0.47567143]","[0.6508206  0.828125   0.24479537 0.153699   0.90844152 0.25357191
 0.37526792 0.65898851]"
74,74,0.043312545818617626,"[0.74070147 0.11964545 0.3694079  0.11730552 0.76319576 0.26969552
 0.35445628 0.61197419]","[0.71363894 0.125      0.39632237 0.1246809  0.75483879 0.24652713
 0.37105804 0.59907938]"
75,75,0.020093546732406035,"[0.67285322 0.70341492 0.29458726 0.37285129 0.64355634 0.30546924
 0.33454111 0.67908205]","[0.66610074 0.6875     0.29697546 0.37598769 0.63955677 0.3204866
 0.34861068 0.65898851]"
76,76,0.00845354633609081,"[0.75420406 0.12136896 0.17594955 0.4559895  0.73943786 0.04043255
 0.50971333 0.7055936 ]","[0.75099038 0.125      0.17609272 0.45524284 0.74096771 0.03944488
 0.50856052 0.70691365]"
77,77,0.008695846317282754,"[0.70700755 0.81869048 0.21798936 0.4870208  0.46620657 0.30805005
 0.22686958 0.75350983]","[0.71420487 0.8125     0.21875485 0.48775424 0.46026793 0.30305399
 0.2200238  0.75766046]"
78,78,0.08214168775407334,"[ 1.38555384 -0.11017985  0.48618691 -0.83883501  0.68339004 -1.09217514
  1.20332575 -0.83051171]","[0.59026599 0.796875   0.35449265 0.04881349 0.76112553 0.398742
 0.41457719 0.55338641]"
79,79,0.057499469439728376,"[0.71273256 0.72900391 0.34741709 0.4350562  0.52486199 0.31218752
 0.34919453 0.64600872]","[0.77023203 0.6875     0.33592784 0.44840658 0.49923204 0.29697546
 0.37598769 0.63955677]"
80,80,0.025818232885964455,"[0.67084828 0.79210348 0.34835998 0.10401082 0.6838248  0.25661022
 0.35306208 0.7256012 ]","[0.67289191 0.796875   0.33763015 0.07850018 0.71047937 0.26264554
 0.36035739 0.7361583 ]"
81,81,0.07054912542618365,"[ 0.53437898 -0.07714181  0.38167358  0.38530602  0.62662238  0.43579318
  0.36479023  0.84165678]","[0.82852292 0.140625   0.25357191 0.33292919 0.67308245 0.24652713
 0.32896564 0.78826382]"
82,82,0.17310105818959168,"[0.19592932 0.80878762 1.19274209 1.14135905 0.07295201 0.53558665
 0.35057814 0.40823173]","[0.95359366 0.0625     1.         0.73684413 0.15609981 0.21622548
 0.28785213 0.78716391]"
83,83,0.08806097997490699,"[0.67067903 0.80253601 0.3131585  0.37391236 0.63421156 0.26275312
 0.26763284 0.74704949]","[0.59705716 0.8125     0.37053077 0.40819839 0.5764234  0.34279061
 0.295293   0.65898851]"
84,84,0.0739882878820034,"[0.57427125 0.81723022 0.28891719 0.38135036 0.65663654 0.25544747
 0.33226402 0.68761952]","[0.50028297 0.828125   0.29338883 0.39575749 0.65106628 0.27587591
 0.37526792 0.62903215]"
85,85,0.013407184826445364,"[0.7614658  0.13966455 0.15703873 0.32765853 0.72119744 0.35384466
 0.46024174 0.5526471 ]","[0.7549519  0.140625   0.15910441 0.33292919 0.71537145 0.35218276
 0.45524284 0.55178327]"
86,86,0.09643326020569062,"[0.78388431 0.16281341 0.1213787  0.31266777 0.72935534 0.76865222
 0.815169   0.16798096]","[0.88002264 0.125      0.15910441 0.33292919 0.71537145 0.86026605
 0.80713248 0.08387241]"
87,87,0.006623160724391626,"[0.77062995 0.125      0.31210543 0.43141301 0.53981316 0.36258705
 0.16500058 0.70953456]","[0.76400679 0.125      0.30959289 0.43664387 0.53638454 0.36063542
 0.16733312 0.70691365]"
88,88,0.06676327284946237,"[0.75666627 0.125      0.20051031 0.31063242 0.76156738 0.37617876
 0.14875608 0.75483879]","[0.82342954 0.125      0.14087417 0.28687324 0.78826382 0.39632237
 0.1246809  0.75483879]"
89,89,0.10261864654074702,"[0.76948096 0.13674927 0.17171788 0.33469513 0.72203347 0.35116165
 0.45395459 0.56199118]","[0.8720996  0.109375   0.26080672 0.34716793 0.76908729 0.34394957
 0.44485569 0.63408958]"
90,90,0.11271832789239628,"[ 0.70708353 -0.00642133  0.43901162  0.49529764  0.4984349   0.55041453
  0.53998633  0.19275604]","[0.89643463 0.109375   0.35218276 0.37105804 0.55178327 0.7310163
 0.56331774 0.28334784]"
91,91,0.030423969430020584,"[0.7577506  0.1524353  0.27442788 0.32021958 0.64548641 0.30550387
 0.35719085 0.67442224]","[0.73288059 0.15625    0.27442788 0.32021958 0.63408958 0.33592784
 0.35271179 0.66820474]"
92,92,0.04051490874363328,"[0.71273919 0.81500244 0.47151816 0.4062059  0.51227403 0.27981201
 0.33519373 0.68632289]","[0.7532541  0.8125     0.50548701 0.40819839 0.48580667 0.28056262
 0.32755168 0.69724811]"
93,93,0.0745105581494058,"[0.73212233 0.14703369 0.19565206 0.29276449 0.77207018 0.19975344
 0.23738386 0.71473273]","[0.65761177 0.140625   0.14087417 0.24478404 0.83555634 0.24652713
 0.24478404 0.64637549]"
94,94,0.050166438821845946,"[0.67056628 0.80255127 0.31324636 0.37396486 0.63412306 0.26287568
 0.26767519 0.74691463]","[0.71250707 0.796875   0.28056262 0.35443285 0.66704373 0.21728005
 0.2519178  0.79708107]"
95,95,0.06528130192721748,"[0.57322784 0.14392677 0.33263883 0.54797519 0.52217889 0.10076197
 0.66643872 0.55626903]","[0.83078664 0.125      0.15910441 0.40819839 0.63079704 0.03944488
 0.50856052 0.70691365]"
96,96,0.10126903384974532,"[0.76517126 0.140625   0.23170482 0.31124901 0.73348532 0.35448175
 0.34277082 0.65311142]","[0.86644029 0.140625   0.21131126 0.28687324 0.78826382 0.30918873
 0.36176495 0.72745248]"
97,97,0.10822931821652436,"[-0.38097657  0.06242046  0.77409485  0.03316236  0.1246149  -0.0990457
 -0.34545585  0.74119703]","[0.88058857 0.125      0.24652713 0.53942764 0.55178327 0.39632237
 0.1246809  0.75483879]"
98,98,0.026689381084310317,"[0.71401967 0.83902322 0.3779526  0.30718171 0.74872589 0.31268043
 0.35269211 0.65435658]","[0.73457838 0.828125   0.35974947 0.29000505 0.74018412 0.2981826
 0.34861068 0.65898851]"
99,99,0.20899397038121623,"[0.68725835 0.30663163 0.55937484 0.5956953  0.26663181 0.50790266
 0.49095145 0.52578885]","[0.9926429  0.078125   0.75914992 0.6329663  0.24961728 0.79632504
 0.3663811  0.54915571]"
